Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Order Quantity,Cost Price,Retail Price,Profit Margin,Total
6401-1,9/17/2016,2016,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Low,Beekin 105-Key Black Keyboard,Technology,Small Box,44,$6.39 ,$19.98 ,$13.59 ,$856.75 
6402-1,9/18/2016,2016,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Consumer,Natasha Song,Low,Artisan 478 Labels,Office Supplies,Small Box,13,$3.14 ,$4.91 ,$1.77 ,$63.69 
6403-1,9/18/2016,2016,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,2,$5.33 ,$8.60 ,$3.27 ,$22.87 
6403-2,9/18/2016,2016,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Medium,Economy Rollaway Files,Office Supplies,Small Box,10,$67.73 ,$165.20 ,$97.47 ,"$1,539.83 "
6407-1,9/20/2016,2016,Ashley Jarboe,"14 Knebworth Avenue, Perth",Melbourne,VIC,Small Business,Connor Betts,Low,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,38,$4.79 ,$11.97 ,$7.18 ,$451.57 
6409-1,9/20/2016,2016,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Low,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,12,$3.48 ,$5.43 ,$1.95 ,$65.46 
6411-1,9/21/2016,2016,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Medium,Artisan Binder Labels,Office Supplies,Small Box,50,$2.45 ,$3.89 ,$1.44 ,$185.95 
6413-1,9/22/2016,2016,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Wrap Bag,22,$2.52 ,$4.00 ,$1.48 ,$81.38 
6414-1,9/23/2016,2016,Christine Phan,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,3Max Organizer Strips,Office Supplies,Small Box,38,$3.40 ,$5.40 ,$2.00 ,$206.82 
6415-1,9/25/2016,2016,Valerie Dominguez,37/59 Brewer Street,Perth,WA,Corporate,Tina Carlton,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,19,$4.46 ,$10.89 ,$6.43 ,$196.93 
6417-1,9/26/2016,2016,Christopher Martinez,30 Wellington Street,Perth,WA,Small Business,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,34,$13.88 ,$22.38 ,$8.50 ,$722.76 
6417-2,9/26/2016,2016,Christopher Martinez,31 Wellington Street,Perth,WA,Small Business,Tina Carlton,Medium,TechSavi Cordless Access Keyboard,Technology,Small Box,36,$14.70 ,$29.99 ,$15.29 ,"$1,052.75 "
6418-1,9/26/2016,2016,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Colored Bar Computer Paper,Office Supplies,Small Box,44,$21.97 ,$35.44 ,$13.47 ,"$1,548.69 "
6422-1,9/28/2016,2016,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,High,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,30,$19.83 ,$30.98 ,$11.15 ,$921.03 
6423-1,9/30/2016,2016,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,50,$4.59 ,$7.28 ,$2.69 ,$371.51 
6425-1,10/1/2016,2016,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,37,$19.83 ,$30.98 ,$11.15 ,"$1,154.31 "
6426-1,10/1/2016,2016,David Flashing,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Wrap Bag,46,$1.30 ,$2.88 ,$1.58 ,$126.87 
6427-1,10/6/2016,2016,Katherine Ducich,"61A Bay Road,Wollstonecraft",Sydney,NSW,Corporate,Samantha Chairs,High,Smiths Standard Envelopes,Office Supplies,Small Box,23,$3.52 ,$5.68 ,$2.16 ,$129.42 
6429-1,10/8/2016,2016,Sylvia Foulston,101 Murray Street,Perth,WA,Corporate,Tina Carlton,High,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,43,$11.04 ,$16.98 ,$5.94 ,$676.82 
6430-1,10/11/2016,2016,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,22,$2.31 ,$3.78 ,$1.47 ,$75.55 
6432-1,10/12/2016,2016,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,25,$54.29 ,$90.48 ,$36.19 ,"$2,236.75 "
6433-1,10/13/2016,2016,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,Low,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Box,38,$16.85 ,$27.18 ,$10.33 ,"$1,030.74 "
6434-1,10/14/2016,2016,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Medium,Beekin 105-Key Black Keyboard,Technology,Small Box,9,$6.39 ,$19.98 ,$13.59 ,$173.03 
6436-1,10/15/2016,2016,Barry Franz,"65 Palmerston Street, Perth",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,27,$56.16 ,$136.98 ,$80.82 ,"$3,390.09 "
6437-1,10/15/2016,2016,Lisa DeCherney,"324A King St,Newtown",Sydney,NSW,Consumer,Mihael Khan,Low,Smiths Paper Clips,Office Supplies,Wrap Bag,45,$1.53 ,$2.47 ,$0.94 ,$104.39 
6437-2,10/15/2016,2016,Lisa DeCherney,"324A King St,Newtown",Sydney,NSW,Consumer,Mihael Khan,Low,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,11,$3.48 ,$5.43 ,$1.95 ,$60.68 
6438-1,10/16/2016,2016,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Small Business,Aanya Zhang,Medium,12 Colored Short Pencils,Office Supplies,Wrap Bag,12,$1.09 ,$2.60 ,$1.51 ,$32.04 
6440-1,10/18/2016,2016,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,21,$56.16 ,$136.98 ,$80.82 ,"$2,757.24 "
6442-1,10/19/2016,2016,Chuck Clark,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Critical,Apex Straight Scissors,Office Supplies,Small Pack,49,$5.19 ,$12.98 ,$7.79 ,$581.92 
6443-1,10/20/2016,2016,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,34,$2.26 ,$3.58 ,$1.32 ,$118.67 
6445-1,10/22/2016,2016,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,44,$1.59 ,$2.61 ,$1.02 ,$107.30 
6447-1,10/23/2016,2016,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,Critical,1726 Digital Answering Machine,Technology,Medium Box,17,$8.82 ,$20.99 ,$12.17 ,$361.64 
6449-1,10/23/2016,2016,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Low,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,3,$56.16 ,$136.98 ,$80.82 ,$394.34 
6451-1,10/23/2016,2016,Patrick Bzostek,"1/50-58 Hunter St,Sydney",Sydney,NSW,Consumer,Preston Senome,Medium,Artisan Durable Binders,Office Supplies,Small Box,32,$1.84 ,$2.88 ,$1.04 ,$92.73 
6453-1,10/25/2016,2016,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan 479 Labels,Office Supplies,Small Box,25,$1.59 ,$2.61 ,$1.02 ,$63.14 
6455-1,10/25/2016,2016,Caroline Jumper,"145 Ramsay St,Haberfield",Sydney,NSW,Corporate,Phoebe Gour,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,33,$0.90 ,$2.10 ,$1.20 ,$66.54 
6457-1,10/27/2016,2016,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Medium,UGen Ultra Cordless Optical Suite,Technology,Small Box,29,$54.52 ,$100.97 ,$46.45 ,"$2,788.90 "
6457-2,10/27/2016,2016,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Medium,Unpadded Memo Slips,Office Supplies,Wrap Bag,4,$2.59 ,$3.98 ,$1.39 ,$17.46 
6460-1,10/28/2016,2016,Joni Sundaresam,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,30,$4.46 ,$10.89 ,$6.43 ,$305.06 
6461-1,10/28/2016,2016,Logan Haushalter,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Self-Adhesive Removable Labels,Office Supplies,Small Box,24,$1.98 ,$3.15 ,$1.17 ,$74.58 
6463-1,10/29/2016,2016,Pierre Wener,"531 King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Critical,Beekin 105-Key Black Keyboard,Technology,Small Box,9,$6.39 ,$19.98 ,$13.59 ,$167.64 
6465-1,10/31/2016,2016,Rick Wilson,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,Medium,"210 Trimline Phone, White",Technology,Medium Box,33,$9.91 ,$15.99 ,$6.08 ,$533.67 
6467-1,10/31/2016,2016,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,23,$3.65 ,$5.98 ,$2.33 ,$137.65 
6469-1,10/31/2016,2016,George Zrebassa,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Binder Posts,Office Supplies,Small Box,48,$3.50 ,$5.74 ,$2.24 ,$266.75 
6471-1,11/2/2016,2016,Liz Carlisle,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Phoebe Gour,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,44,$39.64 ,$152.48 ,$112.84 ,"$6,514.35 "
6472-1,11/2/2016,2016,Cassandra Brandow,"106 Ebley Street,Bondi Junction",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,34,$2.50 ,$5.68 ,$3.18 ,$196.72 
6473-1,11/2/2016,2016,Valerie Mitchum,8/2 Edward Street,Perth,WA,Home Office,Natasha Song,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,26,$16.80 ,$40.97 ,$24.17 ,"$1,010.30 "
6475-1,11/2/2016,2016,Roland Murray,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Wrap Bag,41,$1.30 ,$2.88 ,$1.58 ,$107.28 
6477-1,11/3/2016,2016,Sheri Gordon,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan 48 Labels,Office Supplies,Small Box,35,$3.84 ,$6.30 ,$2.46 ,$214.39 
6479-1,11/5/2016,2016,Bill Shonely,"18 Robinson Avenue, Perth",Sydney,NSW,Small Business,Natasha Song,Low,Binder Posts,Office Supplies,Small Box,5,$3.50 ,$5.74 ,$2.24 ,$31.70 
6480-1,11/8/2016,2016,Ken Black,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Low,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,31,$8.92 ,$29.74 ,$20.82 ,$928.58 
6482-1,11/8/2016,2016,Carol Triggs,15 Aberdeen Street,Perth,WA,Home Office,Radhya Staples,Low,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,40,$1.09 ,$1.82 ,$0.73 ,$70.16 
6483-1,11/8/2016,2016,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,27,$0.90 ,$2.10 ,$1.20 ,$55.13 
6484-1,11/9/2016,2016,Luke Foster,"2-4 College Street, Darlinghurst",Sydney,NSW,Corporate,Nicholas Fernandes,High,Office Shears by Apex,Office Supplies,Small Pack,39,$0.94 ,$2.08 ,$1.14 ,$80.44 
6485-1,11/10/2016,2016,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,Laser DVD-RAM discs,Technology,Small Pack,21,$20.18 ,$35.41 ,$15.23 ,$678.68 
6487-1,11/12/2016,2016,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,15,$19.83 ,$30.98 ,$11.15 ,$484.21 
6489-1,11/13/2016,2016,Ryan Crowe,"324A King St,Newtown",Sydney,NSW,Small Business,Mihael Khan,Low,Self-Adhesive Removable Labels,Office Supplies,Small Box,41,$1.98 ,$3.15 ,$1.17 ,$121.89 
6491-1,11/14/2016,2016,Alan Barnes,"99 Glebe Point Rd,Glebe",Sydney,NSW,Corporate,Natasha Song,Medium,12 Colored Short Pencils,Office Supplies,Wrap Bag,11,$1.09 ,$2.60 ,$1.51 ,$28.43 
6493-1,11/16/2016,2016,Jonathan Doherty,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Wrap Bag,32,$2.29 ,$3.58 ,$1.29 ,$105.88 
6495-1,11/17/2016,2016,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,High,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,42,$13.64 ,$20.98 ,$7.34 ,$794.53 
6496-1,11/17/2016,2016,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,46,$11.04 ,$16.98 ,$5.94 ,$723.17 
6497-1,11/20/2016,2016,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,20,$1.05 ,$1.95 ,$0.90 ,$38.29 
6498-1,11/22/2016,2016,Becky Pak,"22 St Georges Terrace, Perth",Sydney,NSW,Corporate,Aanya Zhang,Low,Smiths Standard Envelopes,Office Supplies,Small Box,10,$3.52 ,$5.68 ,$2.16 ,$53.08 
6499-1,11/23/2016,2016,Matt Connell,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Critical,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,29,$3.75 ,$7.08 ,$3.33 ,$193.30 
6500-1,11/26/2016,2016,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Medium,3Max Organizer Strips,Office Supplies,Small Box,1,$3.40 ,$5.40 ,$2.00 ,$13.18 
6502-1,11/26/2016,2016,Laurel Elliston,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Artisan 474 Labels,Office Supplies,Small Box,6,$1.84 ,$2.88 ,$1.04 ,$17.23 
6503-1,11/26/2016,2016,Erin Ashbrook,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,Assorted Color Push Pins,Office Supplies,Wrap Bag,18,$0.87 ,$1.81 ,$0.94 ,$31.38 
6504-1,11/27/2016,2016,Pauline Chand,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,300 Series Non-Flip,Technology,Small Box,24,$62.40 ,$155.99 ,$93.59 ,"$3,602.09 "
6505-1,11/27/2016,2016,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Low,Cando PC940 Copier,Technology,Jumbo Drum,18,$278.99 ,$449.99 ,$171.00 ,"$7,419.84 "
6506-1,11/28/2016,2016,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Small Business,Charlie Bui,Critical,Artisan 481 Labels,Office Supplies,Small Box,18,$1.94 ,$3.08 ,$1.14 ,$55.32 
6507-1,11/28/2016,2016,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Critical,Unpadded Memo Slips,Office Supplies,Wrap Bag,11,$2.59 ,$3.98 ,$1.39 ,$43.69 
6508-1,11/29/2016,2016,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Col-Erase Pencils with Erasers,Office Supplies,Wrap Bag,49,$2.68 ,$6.08 ,$3.40 ,$275.26 
6509-1,12/1/2016,2016,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,High,UGen Ultra Cordless Optical Suite,Technology,Small Box,42,$54.52 ,$100.97 ,$46.45 ,"$3,823.85 "
6510-1,12/3/2016,2016,Anthony Rawles,"10 Lake Street, Perth",Perth,WA,Small Business,Mihael Khan,Medium,Artisan Durable Binders,Office Supplies,Small Box,40,$1.84 ,$2.88 ,$1.04 ,$116.69 
6511-1,12/4/2016,2016,Jennifer Jackson,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Connor Betts,High,Beekin 105-Key Black Keyboard,Technology,Small Box,29,$6.39 ,$19.98 ,$13.59 ,$548.65 
6512-1,12/5/2016,2016,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Barrel Sharpener,Office Supplies,Small Pack,10,$1.46 ,$3.57 ,$2.11 ,$39.51 
6514-1,12/6/2016,2016,Ben Peterman,"22 St Georges Terrace, Perth",Sydney,NSW,Corporate,Leighton Forrest,Low,Adesso Programmable 142-Key Keyboard,Technology,Small Box,46,$32.02 ,$152.48 ,$120.46 ,"$6,947.94 "
6515-1,12/8/2016,2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Small Business,Nicholas Fernandes,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,18,$4.59 ,$7.28 ,$2.69 ,$130.40 
6515-2,12/8/2016,2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Small Business,Nicholas Fernandes,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,28,$0.71 ,$1.14 ,$0.43 ,$29.75 
6517-1,12/8/2016,2016,Amy Hunt,"15 Aberdeen Street, Perth",Melbourne,VIC,Small Business,Yvette Biti,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,10,$14.95 ,$34.76 ,$19.81 ,$334.96 
6521-1,12/9/2016,2016,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,High,12 Colored Short Pencils,Office Supplies,Wrap Bag,8,$1.09 ,$2.60 ,$1.51 ,$22.78 
6523-1,12/10/2016,2016,Cindy Chapman,101 Murray Street,Perth,WA,Corporate,Tina Carlton,Critical,Bagged Rubber Bands,Office Supplies,Wrap Bag,37,$0.24 ,$1.26 ,$1.02 ,$45.92 
6525-1,12/10/2016,2016,Ken Lonsdale,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Low,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,44,$2.39 ,$4.26 ,$1.87 ,$186.77 
6526-1,12/10/2016,2016,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Office Shears by Apex,Office Supplies,Small Pack,36,$0.94 ,$2.08 ,$1.14 ,$69.95 
6527-1,12/10/2016,2016,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Low,Smiths Gold Paper Clips,Office Supplies,Wrap Bag,45,$1.82 ,$2.98 ,$1.16 ,$128.98 
6528-1,12/10/2016,2016,Paul Knutson,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Critical,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,8,$156.50 ,$300.97 ,$144.47 ,"$2,294.55 "
6529-1,12/14/2016,2016,Dorris Love,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,22,$8.92 ,$29.74 ,$20.82 ,$615.12 
6530-1,12/15/2016,2016,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,Aluminum Document Frame,Furniture,Small Pack,17,$5.50 ,$12.22 ,$6.72 ,$208.51 
6531-1,12/17/2016,2016,Theresa Coyne,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Tina Carlton,High,EcoTones Memo Sheets,Office Supplies,Wrap Bag,28,$2.52 ,$4.00 ,$1.48 ,$108.82 
6532-1,12/18/2016,2016,Christopher Martinez,29 Wellington Street,Perth,WA,Home Office,Tina Carlton,Critical,Apex Box Cutter Scissors,Office Supplies,Small Pack,19,$4.19 ,$10.23 ,$6.04 ,$189.33 
6534-1,12/19/2016,2016,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Home Office,Preston Senome,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,12,$32.02 ,$152.48 ,$120.46 ,"$1,705.68 "
6535-1,12/21/2016,2016,Benjamin Farhat,"6 Brookman Street, Perth",Sydney,NSW,Home Office,Tina Carlton,Critical,Office Shears by Apex,Office Supplies,Small Pack,49,$0.94 ,$2.08 ,$1.14 ,$97.35 
6536-1,12/22/2016,2016,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Home Office,Natasha Song,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,19,$1.18 ,$1.88 ,$0.70 ,$35.07 
6538-1,12/24/2016,2016,Lisa Hazard,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Home Office,Yvette Biti,High,Artisan Binder Labels,Office Supplies,Small Box,3,$2.45 ,$3.89 ,$1.44 ,$18.68 
6540-1,12/25/2016,2016,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,38,$52.07 ,$83.98 ,$31.91 ,"$3,196.25 "
6541-1,12/28/2016,2016,Cindy Chapman,101 Murray Street,Perth,WA,Consumer,Tina Carlton,High,Artisan Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Small Box,42,$3.75 ,$5.77 ,$2.02 ,$247.31 
6542-1,12/28/2016,2016,Tracy Zic,"24 Addison Rd,Marrickville",Sydney,NSW,Consumer,Radhya Staples,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,48,$1.17 ,$2.78 ,$1.61 ,$130.64 
6543-1,12/28/2016,2016,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,Medium,TechSavi Access Keyboard,Technology,Small Box,14,$10.07 ,$15.98 ,$5.91 ,$216.53 
6544-1,12/31/2016,2016,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,22,$1.18 ,$1.88 ,$0.70 ,$41.20 
6546-1,1/3/2017,2017,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,Adesso Programmable 142-Key Keyboard,Technology,Small Box,46,$32.02 ,$152.48 ,$120.46 ,"$6,737.52 "
6548-1,1/4/2017,2017,Muhammed Yedwab,"18 Whistler St,Sydney",Sydney,NSW,Consumer,Nicholas Fernandes,,Artisan 474 Labels,Office Supplies,Small Box,26,$1.84 ,$2.88 ,$1.04 ,$75.12 
6550-1,1/4/2017,2017,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,35,$1.60 ,$2.62 ,$1.02 ,$88.83 
6552-1,1/6/2017,2017,Stephanie Phelps,"324A King St,Newtown",Sydney,NSW,Consumer,Mihael Khan,Medium,TechSavi Cordless Elite Duo,Technology,Small Box,12,$60.59 ,$100.98 ,$40.39 ,"$1,218.94 "
6553-1,1/10/2017,2017,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Artisan 474 Labels,Office Supplies,Small Box,22,$1.84 ,$2.88 ,$1.04 ,$63.08 
6555-1,1/11/2017,2017,Bart Watters,"27/580 Hay Street, Perth",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Apex Straight Scissors,Office Supplies,Small Pack,49,$5.19 ,$12.98 ,$7.79 ,$626.44 
6557-1,1/14/2017,2017,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Medium,Artisan Poly Binder Pockets,Office Supplies,Small Box,38,$2.26 ,$3.58 ,$1.32 ,$137.43 
6558-1,1/17/2017,2017,Ann Steele,"101 Murray Street, Perth",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,39,$4.59 ,$7.28 ,$2.69 ,$272.36 
6560-1,1/18/2017,2017,Sung Chung,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,OIC Thumb-Tacks,Office Supplies,Wrap Bag,14,$0.71 ,$1.14 ,$0.43 ,$16.66 
6561-1,1/19/2017,2017,Luke Weiss,"88 Oxford St,Woollahra",Sydney,NSW,Corporate,Charlie Bui,Not Specified,1726 Digital Answering Machine,Technology,Medium Box,29,$8.82 ,$20.99 ,$12.17 ,$595.26 
6562-1,1/19/2017,2017,Laurel Workman,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Apex Straight Scissors,Office Supplies,Small Pack,10,$5.19 ,$12.98 ,$7.79 ,$126.45 
6564-1,1/19/2017,2017,Carol Darley,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Yvette Biti,Low,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,41,$19.83 ,$30.98 ,$11.15 ,"$1,238.88 "
